Query,Response
I need help with a payment issue for ORD7739.,"We're sorry for the inconvenience with order ORD4986. Please ensure your Net Banking has sufficient balance. If the issue persists, contact our support team for further assistance."
Can I change the payment method for order ORD8676?,"We're sorry for the inconvenience with order ORD1813. Please ensure your UPI has sufficient balance. If the issue persists, contact our support team for further assistance."
Can I change the payment method for order ORD5186?,"We're sorry for the inconvenience with order ORD8897. Please ensure your Credit Card has sufficient balance. If the issue persists, contact our support team for further assistance."
Can I change the payment method for order ORD7988?,"We're sorry for the inconvenience with order ORD2645. Please ensure your Credit Card has sufficient balance. If the issue persists, contact our support team for further assistance."
Why was my payment for order ORD1602 declined?,"We're sorry for the inconvenience with order ORD4723. Please ensure your Net Banking has sufficient balance. If the issue persists, contact our support team for further assistance."
Can I cancel my order ORD2445?,"Your order ORD2082 has been canceled successfully. If you were charged, the amount will be refunded to your Credit Card within 3-5 business days."
I want to cancel the product Product94.,"Your order ORD5986 has been canceled successfully. If you were charged, the amount will be refunded to your Credit Card within 3-5 business days."
I want to cancel the product Product11.,"Your order ORD3888 has been canceled successfully. If you were charged, the amount will be refunded to your Credit Card within 3-5 business days."
I want to cancel the product Product1.,"Your order ORD9154 has been canceled successfully. If you were charged, the amount will be refunded to your UPI within 3-5 business days."
I want to cancel the product Product57.,"Your order ORD1295 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
I want to cancel the product Product83.,"Your order ORD9821 has been canceled successfully. If you were charged, the amount will be refunded to your UPI within 3-5 business days."
Can I cancel my order ORD5765?,"Your order ORD5108 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD4106?,"Your order ORD6937 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
I want to cancel the product Product65.,"Your order ORD8522 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD3204?,"Your order ORD8117 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
I want to cancel the product Product54.,"Your order ORD3750 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD5775?,"Your order ORD9741 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD3753?,"Your order ORD4366 has been canceled successfully. If you were charged, the amount will be refunded to your Credit Card within 3-5 business days."
Can I cancel my order ORD1845?,"Your order ORD6455 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD1771?,"Your order ORD9681 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
I want to cancel the product Product53.,"Your order ORD4376 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
Can I cancel my order ORD2642?,"Your order ORD6760 has been canceled successfully. If you were charged, the amount will be refunded to your Net Banking within 3-5 business days."
What is the process to cancel order ORD2921?,"Your order ORD4645 has been canceled successfully. If you were charged, the amount will be refunded to your UPI within 3-5 business days."
